,0000 - cctns.txt,0000 - gamma j.txt,0000 - inventory.txt,1995 - gemini.txt,1995 - Landsat7.txt,1997 - Modis.txt,1998 - themas.txt,1999 - Defense.txt,1999 - multi-mahjong.txt,1999 - tcs.txt,2000 - Barrel.txt,2000 - nasa x38.txt,2001 - beyond.txt,2001 - ctc network.txt,2001 - elsfork.txt,2001 - esa.txt,2001 - hats.txt,2001 - npac.txt,2002 - evla back.txt,2002 - evla corr.txt,2003 - agentmom.txt,2003 - pnnl.txt,2003 - qheadache.txt,2003 - tachonet.txt,2004 - colorcast.txt,2004 - grid bgc.txt,2004 - rlcs.txt,2004 - SGVTraffic.txt,2004 - sprat.txt,2005 - clarus high.txt,2005 - clarus low.txt,2005 - grid 3D.txt,2005 - nenios.txt,2005 - phin.txt,2005 - pontis.txt,2005 - triangle.txt,2005 - znix.txt,2006 - eirene sys 15.txt,2006 - stewards.txt,2007 - e-store.txt,2007 - eirene fun 7.txt,2007 - ertms.txt,2007 - get real 0.2.txt,2007 - mdot.txt,2007 - nde.txt,2007 - puget sound.txt,2007 - Wildlife.txt,2008 - caiso.txt,2008 - virtual ed.txt,2009 - gaia.txt,2009 - library.txt,2009 - library2.txt,2009 - peppol.txt,2009 - video search.txt,2009 - warc III.txt,2010 - blit draft.txt,2010 - fishing.txt,2010 - home 1.3.txt,2010 - mashboot.txt,2010 - split merge.txt,2011 - CCHIT.txt,2011 - KMS.txt,2012 - EMR CCHCS EA.txt,2012 - EMR CCHCS ISO.txt,2012 - EMR CCHIT LT.txt,2012 - EMR HHS.txt,2012 - EMR HL7 DC.txt,2012 - EMR HL7 IN.txt,2012 - EMR Pharmacy.txt,2012 - NASAProcessReq.txt,2013 - iTrust.txt,2014 - Minutia.txt,2016 - FDP Clearinghouse.txt,2017 - ePhyto.txt,2017 - NISTMfgData.txt,2018 - DataWarehouse.txt,2019 - MOSAR.txt,2021 - ConnectedVehiclePilotNYC.txt,2021 - ReqView.txt,2022 - MobileSurveillance.txt,2022 - UAM IMS.txt,automated-insulin-pump.txt,EHR System FuncReq - LA DHS.txt,EHR System TechReq LA DHS.txt,light-control-system.txt,RROWDyS.txt
2000 - Barrel.txt,0.7315309643745422,0.6279144287109375,0.807128369808197,0.7901446223258972,0.7652480006217957,0.7427652478218079,0.6772091388702393,0.6080648899078369,0.6859686374664307,0.5781923532485962,0.9999998211860657,0.6477501392364502,0.7389430999755859,0.7809970378875732,0.8550024032592773,0.6795620918273926,0.6044654250144958,0.6579065918922424,0.900257408618927,0.9016056060791016,0.7111395001411438,0.757149338722229,0.6403825879096985,0.8006389737129211,0.8248341083526611,0.601176917552948,0.6637511253356934,0.8203762769699097,0.6590864658355713,0.8361243605613708,0.8354039192199707,0.8261615037918091,0.7564566135406494,0.7958177328109741,0.7733968496322632,0.6794190406799316,0.825140655040741,0.7657433748245239,0.6970997452735901,0.6437467336654663,0.72914719581604,0.6510997414588928,0.6824400424957275,0.6788433790206909,0.786696195602417,0.7972362637519836,0.6355667114257812,0.7573835253715515,0.7768242955207825,0.8855296969413757,0.7843174338340759,0.7774865627288818,0.7858819961547852,0.7647643089294434,0.8454352617263794,0.7062416076660156,0.6974548101425171,0.7391772866249084,0.7995940446853638,0.8042068481445312,0.6370645761489868,0.8089591860771179,0.6998393535614014,0.5936112403869629,0.7996736764907837,0.7340444922447205,0.5736308693885803,0.6676071286201477,0.6663981676101685,0.6098983883857727,0.5074907541275024,0.8403623700141907,0.8243706822395325,0.8542022705078125,0.7249600291252136,0.7672226428985596,0.6360983848571777,0.6152395009994507,0.7737361788749695,0.8070444464683533,0.7460043430328369,0.7877026796340942,0.7249919176101685,0.8107483983039856,0.8348187208175659,0.5754921436309814
2000 - nasa x38.txt,0.7558706998825073,0.8386404514312744,0.5928572416305542,0.7208890318870544,0.7742670774459839,0.8259122371673584,0.8901485204696655,0.9106476306915283,0.851040244102478,0.9240176677703857,0.6477501392364502,1.0,0.7469374537467957,0.7301486134529114,0.6637706160545349,0.8578635454177856,0.9162201881408691,0.6686626076698303,0.6943581104278564,0.6697550415992737,0.806222677230835,0.8430246114730835,0.8487650752067566,0.5998166799545288,0.5783814191818237,0.8794077634811401,0.9334094524383545,0.7311086058616638,0.8559049963951111,0.6378589868545532,0.6831781268119812,0.6092345118522644,0.5297411680221558,0.6467175483703613,0.7245780825614929,0.8235678672790527,0.6882310509681702,0.7093026041984558,0.8658941984176636,0.846503496170044,0.7544500827789307,0.8886126279830933,0.5889993906021118,0.8599404096603394,0.7153208255767822,0.5829485654830933,0.8977139592170715,0.5285826921463013,0.702785849571228,0.6230809688568115,0.6589258909225464,0.6508821845054626,0.714706301689148,0.5765570402145386,0.5499406456947327,0.874001145362854,0.8711100816726685,0.7652520537376404,0.6191951632499695,0.6269212961196899,0.8376755118370056,0.5786430239677429,0.8662300109863281,0.8049725294113159,0.5118642449378967,0.5559611320495605,0.8577012419700623,0.8559155464172363,0.6542032957077026,0.8665878772735596,0.8277381658554077,0.6783851385116577,0.7103697657585144,0.6626745462417603,0.8764349818229675,0.7398176193237305,0.8912012577056885,0.9145610332489014,0.6735860705375671,0.7235136032104492,0.6001574993133545,0.45291459560394287,0.6714696288108826,0.6496051549911499,0.6069283485412598,0.8829322457313538
2001 - beyond.txt,0.8860008120536804,0.790421724319458,0.7251737117767334,0.6838374733924866,0.6780626773834229,0.8270350694656372,0.7875009775161743,0.7095543146133423,0.803904116153717,0.7016099691390991,0.7389430999755859,0.7469374537467957,1.0000001192092896,0.68226557970047,0.7562050223350525,0.8276814222335815,0.7364261746406555,0.5632614493370056,0.7511494159698486,0.7441375255584717,0.8013306260108948,0.8617795705795288,0.7720374464988708,0.7577325701713562,0.7537770867347717,0.7599286437034607,0.7957307696342468,0.7193483710289001,0.81133633852005,0.6695812940597534,0.6945850253105164,0.7542213201522827,0.6197782754898071,0.6895295977592468,0.6963925957679749,0.8087508678436279,0.748803436756134,0.6596692204475403,0.8597614765167236,0.7728479504585266,0.6929027438163757,0.7566255331039429,0.6474917531013489,0.8035675287246704,0.6525116562843323,0.7108548283576965,0.7930274605751038,0.6552639603614807,0.6918638348579407,0.7549974322319031,0.6670794486999512,0.656985878944397,0.6761314272880554,0.7088667154312134,0.7555740475654602,0.8449164032936096,0.8126827478408813,0.7906723618507385,0.7087187767028809,0.704132616519928,0.7472414970397949,0.7240560054779053,0.8255311846733093,0.7211405038833618,0.6739801168441772,0.6396807432174683,0.7049640417098999,0.8105416297912598,0.7255105376243591,0.769899845123291,0.6659969091415405,0.7087289094924927,0.7509933710098267,0.7694692015647888,0.8581932783126831,0.6798220872879028,0.752912163734436,0.7278782725334167,0.6791955232620239,0.7035825848579407,0.6987345814704895,0.6604980826377869,0.6520552635192871,0.7139188647270203,0.7082324624061584,0.707787811756134
2001 - ctc network.txt,0.6769367456436157,0.7346810102462769,0.8022632598876953,0.8484358191490173,0.8558247685432434,0.7392435073852539,0.7538096308708191,0.7511869072914124,0.7255333662033081,0.7251935601234436,0.7809970378875732,0.7301486134529114,0.68226557970047,1.0,0.8228874206542969,0.7271604537963867,0.7328414916992188,0.8522945642471313,0.8663339018821716,0.8558943867683411,0.7262029051780701,0.7426269054412842,0.7438192367553711,0.6889915466308594,0.7840096950531006,0.733755886554718,0.7481971979141235,0.888606607913971,0.7172412276268005,0.8224086761474609,0.8280885815620422,0.7709043622016907,0.7359787821769714,0.8294585347175598,0.8786765933036804,0.6935979127883911,0.872053325176239,0.8108851313591003,0.740466296672821,0.7239900231361389,0.7773157954216003,0.689266562461853,0.6844855546951294,0.7268520593643188,0.9069822430610657,0.7885048985481262,0.7310914993286133,0.7012479901313782,0.8651820421218872,0.7995067238807678,0.8416284918785095,0.8528377413749695,0.8568136692047119,0.7638972401618958,0.7245448231697083,0.779190182685852,0.7308950424194336,0.7644931077957153,0.8294256925582886,0.8194745779037476,0.6905669569969177,0.7906559109687805,0.7454324960708618,0.6733911037445068,0.6813371777534485,0.7191515564918518,0.719939112663269,0.7333595156669617,0.599556028842926,0.6974905729293823,0.6610931754112244,0.8858991861343384,0.876154363155365,0.8446155786514282,0.7727989554405212,0.8542344570159912,0.7050234079360962,0.738052487373352,0.8925392627716064,0.8426100611686707,0.7785945534706116,0.6097488403320312,0.8145712614059448,0.8257893323898315,0.7832587957382202,0.7326526641845703
2001 - elsfork.txt,0.7714529037475586,0.7189489603042603,0.8938431143760681,0.8760477900505066,0.8335862159729004,0.7398964166641235,0.6989589333534241,0.6606276035308838,0.7357240915298462,0.6073797941207886,0.8550024032592773,0.6637706160545349,0.7562050223350525,0.8228874206542969,0.9999998807907104,0.7203993201255798,0.6580525636672974,0.709598958492279,0.909568727016449,0.8905981779098511,0.7533590197563171,0.7639780044555664,0.7162430286407471,0.8025696277618408,0.845694899559021,0.6773229837417603,0.7056092023849487,0.8561307787895203,0.7012901902198792,0.8607542514801025,0.8740147352218628,0.8382970094680786,0.7944509983062744,0.865210771560669,0.871249258518219,0.7595057487487793,0.8865119814872742,0.8585758805274963,0.7576637268066406,0.7244121432304382,0.7994580268859863,0.7014796733856201,0.7392407059669495,0.6754438281059265,0.8415390253067017,0.833042323589325,0.7096320986747742,0.7147268652915955,0.8695673942565918,0.8494575619697571,0.8702145218849182,0.8793994188308716,0.8362621665000916,0.7790291905403137,0.8213154077529907,0.7595900297164917,0.7353447079658508,0.7660086750984192,0.8564534783363342,0.828940212726593,0.7001317143440247,0.8635312914848328,0.7525962591171265,0.65814608335495,0.7544523477554321,0.7447012662887573,0.631823718547821,0.7160695791244507,0.6696410179138184,0.6469622850418091,0.549794614315033,0.8591066598892212,0.8958590626716614,0.904004693031311,0.7741986513137817,0.8411892056465149,0.6650732755661011,0.6798279285430908,0.8338068127632141,0.8855780363082886,0.78732830286026,0.7031100988388062,0.8129960894584656,0.8853635191917419,0.8510414361953735,0.6440842747688293
2001 - esa.txt,0.8188828229904175,0.8852937817573547,0.6860782504081726,0.7134289145469666,0.738243818283081,0.8895626068115234,0.8791007399559021,0.8693975210189819,0.8450724482536316,0.8544200658798218,0.6795620918273926,0.8578635454177856,0.8276814222335815,0.7271604537963867,0.7203993201255798,0.9999999403953552,0.8676155805587769,0.6614947319030762,0.7412799596786499,0.717789351940155,0.85142582654953,0.8668550252914429,0.8566426634788513,0.6498622298240662,0.6546480059623718,0.872652530670166,0.8845980167388916,0.7461463809013367,0.8984716534614563,0.7012958526611328,0.7095416188240051,0.6892713308334351,0.5967217087745667,0.7064290046691895,0.7231951355934143,0.8658921718597412,0.7481951713562012,0.6935364603996277,0.9011474847793579,0.876976490020752,0.7103531360626221,0.8430296182632446,0.6373879313468933,0.8827500343322754,0.7296855449676514,0.6756475567817688,0.8948541879653931,0.594260036945343,0.7333733439445496,0.6840382814407349,0.6883105039596558,0.7000834345817566,0.7282121181488037,0.6476650834083557,0.6366957426071167,0.8993870615959167,0.8872742056846619,0.7979525327682495,0.6976611018180847,0.6901472806930542,0.8508105278015137,0.6612123250961304,0.8950267434120178,0.8323811292648315,0.5984306931495667,0.6088497042655945,0.8546468019485474,0.8914196491241455,0.7088977098464966,0.8697618246078491,0.7955583333969116,0.7386823892593384,0.7596739530563354,0.7201319336891174,0.9116945266723633,0.7363148927688599,0.8849645256996155,0.8677468299865723,0.6952875852584839,0.7354266047477722,0.6653565764427185,0.5357353687286377,0.6769763827323914,0.7003472447395325,0.6575785875320435,0.8648744225502014
2001 - hats.txt,0.7332516312599182,0.8626433610916138,0.59322190284729,0.713464617729187,0.7703030109405518,0.8016713261604309,0.9038704633712769,0.906197190284729,0.8496829271316528,0.9282597899436951,0.6044654250144958,0.9162201881408691,0.7364261746406555,0.7328414916992188,0.6580525636672974,0.8676155805587769,0.9999999403953552,0.6756753921508789,0.6854989528656006,0.6545953154563904,0.8009674549102783,0.8326208591461182,0.88360196352005,0.5345893502235413,0.568809986114502,0.9071460962295532,0.9284694194793701,0.7299540638923645,0.8705278038978577,0.6468549370765686,0.6562579870223999,0.6183027625083923,0.507949948310852,0.6252632737159729,0.7411824464797974,0.855678379535675,0.7185652256011963,0.6913158297538757,0.8436922430992126,0.8670988082885742,0.7298742532730103,0.8587501049041748,0.585989773273468,0.8676086664199829,0.7356586456298828,0.5972840189933777,0.9142146110534668,0.45654675364494324,0.7366547584533691,0.6053085327148438,0.6660271286964417,0.67447429895401,0.7363796830177307,0.5985503792762756,0.5152158141136169,0.8856344223022461,0.8639493584632874,0.747623860836029,0.6280458569526672,0.6674892902374268,0.8377542495727539,0.5563140511512756,0.8599525094032288,0.8165093660354614,0.4762841761112213,0.5052192211151123,0.8722817897796631,0.8504670262336731,0.6224949359893799,0.8408131003379822,0.8625701665878296,0.7070173025131226,0.7071902751922607,0.645633339881897,0.8820974826812744,0.7399996519088745,0.8813556432723999,0.9213939905166626,0.7081702947616577,0.7364315986633301,0.5729826092720032,0.4155425429344177,0.6566941738128662,0.6294174790382385,0.6046904921531677,0.8948935270309448
2001 - npac.txt,0.549095630645752,0.6869118213653564,0.7058104276657104,0.7282305359840393,0.7670920491218567,0.6697925329208374,0.6801273822784424,0.7334933876991272,0.6695659756660461,0.6869891285896301,0.6579065918922424,0.6686626076698303,0.5632614493370056,0.8522945642471313,0.709598958492279,0.6614947319030762,0.6756753921508789,1.0,0.768325686454773,0.7155187129974365,0.6687167882919312,0.6290098428726196,0.6869083642959595,0.5439085364341736,0.6361305713653564,0.6980723142623901,0.6706303954124451,0.7890337705612183,0.6450693607330322,0.7326432466506958,0.7524673342704773,0.6138409376144409,0.6096039414405823,0.710211992263794,0.8124295473098755,0.6341280937194824,0.7825480103492737,0.702777624130249,0.6594558358192444,0.6716420650482178,0.6632930636405945,0.5807056427001953,0.620788037776947,0.6574670076370239,0.8601327538490295,0.6687290668487549,0.6698741316795349,0.5486857295036316,0.811115562915802,0.6604889035224915,0.7796990871429443,0.780795693397522,0.7755212783813477,0.6492690443992615,0.5865044593811035,0.6970217227935791,0.6649993658065796,0.6519485116004944,0.7532340288162231,0.735055685043335,0.6030325293540955,0.6745133399963379,0.6784234642982483,0.6585777997970581,0.5405388474464417,0.6144681572914124,0.6724674105644226,0.6638275980949402,0.49777379631996155,0.6172460913658142,0.633128821849823,0.8222013711929321,0.8113651275634766,0.7520955204963684,0.6936177015304565,0.8000354766845703,0.6588189601898193,0.6913180947303772,0.8031919598579407,0.728724479675293,0.6799886226654053,0.4361136555671692,0.7292123436927795,0.7351489663124084,0.6221725344657898,0.7166769504547119
2002 - evla back.txt,0.7644593715667725,0.704683244228363,0.857710063457489,0.8804621696472168,0.8483797311782837,0.7663028240203857,0.7485162615776062,0.6904603838920593,0.7286074161529541,0.6474491953849792,0.900257408618927,0.6943581104278564,0.7511494159698486,0.8663339018821716,0.909568727016449,0.7412799596786499,0.6854989528656006,0.768325686454773,0.9999999403953552,0.9471237659454346,0.746772050857544,0.7967705726623535,0.7224032878875732,0.7984628677368164,0.8657501935958862,0.6924139857292175,0.7258062958717346,0.9043758511543274,0.7060399055480957,0.8992834091186523,0.8716573715209961,0.842025876045227,0.7906218767166138,0.8820586800575256,0.8737431764602661,0.7477245926856995,0.9078009724617004,0.8359176516532898,0.7674704790115356,0.7317547798156738,0.7808020710945129,0.6841001510620117,0.7254843711853027,0.7103829383850098,0.9004845023155212,0.8671281337738037,0.7088630795478821,0.7689944505691528,0.8893836140632629,0.8790391683578491,0.8747156858444214,0.8835753798484802,0.8795192837715149,0.808600664138794,0.8467051386833191,0.7702906131744385,0.7379131317138672,0.7835320234298706,0.8801015615463257,0.8528593182563782,0.7056400179862976,0.866248607635498,0.762596070766449,0.6442986130714417,0.787936806678772,0.7884858846664429,0.661819338798523,0.7296181321144104,0.6877185106277466,0.6690431833267212,0.5851942300796509,0.9094715118408203,0.9077209830284119,0.8940931558609009,0.785267174243927,0.8408323526382446,0.6789090037345886,0.6859169006347656,0.8683433532714844,0.8714138865470886,0.8038581013679504,0.7459678053855896,0.8116496801376343,0.9040714502334595,0.8526849746704102,0.6636220812797546
2002 - evla corr.txt,0.7320123314857483,0.6883487701416016,0.8524596095085144,0.859409511089325,0.8113604784011841,0.7517015933990479,0.6973442435264587,0.6566891670227051,0.7120538949966431,0.6252660155296326,0.9016056060791016,0.6697550415992737,0.7441375255584717,0.8558943867683411,0.8905981779098511,0.717789351940155,0.6545953154563904,0.7155187129974365,0.9471237659454346,1.0,0.7270797491073608,0.7718884348869324,0.6959159970283508,0.790606677532196,0.8808749318122864,0.6488692164421082,0.7011095881462097,0.8913483619689941,0.687186598777771,0.8887225389480591,0.8517652153968811,0.8438675999641418,0.7936142086982727,0.8562213182449341,0.8394618034362793,0.7213312387466431,0.8943636417388916,0.8220266699790955,0.7376297116279602,0.7004671096801758,0.7658066153526306,0.6662290096282959,0.7404300570487976,0.6901092529296875,0.8698534965515137,0.8675493001937866,0.6752318143844604,0.7804384827613831,0.877633273601532,0.883629322052002,0.856311559677124,0.854110062122345,0.8568894863128662,0.8216010928153992,0.8416815996170044,0.743596076965332,0.7026445865631104,0.778006374835968,0.8640730381011963,0.8602777719497681,0.6762773990631104,0.86818927526474,0.7530267238616943,0.6409379243850708,0.8042895197868347,0.7810928821563721,0.632256031036377,0.7134820818901062,0.693135678768158,0.6463257074356079,0.5401918292045593,0.9033788442611694,0.876736044883728,0.8900390863418579,0.7584322690963745,0.8075829744338989,0.6690298318862915,0.6616108417510986,0.838853657245636,0.8669434189796448,0.8078166246414185,0.7499723434448242,0.7797168493270874,0.876800000667572,0.8691554069519043,0.6202940344810486
2003 - agentmom.txt,0.796337902545929,0.8570677638053894,0.7136566638946533,0.7302615642547607,0.727816104888916,0.8153473734855652,0.8063167333602905,0.8466163873672485,0.8621963858604431,0.7802141308784485,0.7111395001411438,0.806222677230835,0.8013306260108948,0.7262029051780701,0.7533590197563171,0.85142582654953,0.8009674549102783,0.6687167882919312,0.746772050857544,0.7270797491073608,1.0,0.8291504383087158,0.8570363521575928,0.6835921406745911,0.6916146278381348,0.8274295926094055,0.8296078443527222,0.7571162581443787,0.827771008014679,0.7092480063438416,0.7072464227676392,0.6860802173614502,0.6056275963783264,0.6899102926254272,0.7275291681289673,0.8628210425376892,0.7604120373725891,0.6778968572616577,0.8361196517944336,0.866021454334259,0.7140817046165466,0.7952620983123779,0.669649600982666,0.8134187459945679,0.7288650870323181,0.7021949291229248,0.8474228978157043,0.5412399768829346,0.7555573582649231,0.7112112641334534,0.7369300723075867,0.7328478097915649,0.7264013886451721,0.6740596294403076,0.6554988622665405,0.8857974410057068,0.8314337730407715,0.7609811425209045,0.7281478643417358,0.7152876257896423,0.7829393148422241,0.6686428189277649,0.8707173466682434,0.7731072306632996,0.5943509340286255,0.5847992897033691,0.7686249613761902,0.8523189425468445,0.694250226020813,0.759770393371582,0.7044393420219421,0.7472079992294312,0.7457276582717896,0.7412778735160828,0.8754029273986816,0.7057397365570068,0.8120619654655457,0.8052830100059509,0.7390761971473694,0.7074460387229919,0.6418095827102661,0.5184761881828308,0.6404625773429871,0.7192240357398987,0.6827263236045837,0.7979927062988281
2003 - pnnl.txt,0.9036621451377869,0.8213467001914978,0.7182570695877075,0.7589473128318787,0.745571494102478,0.8736546039581299,0.8649070262908936,0.7969952821731567,0.8513363003730774,0.8033267855644226,0.757149338722229,0.8430246114730835,0.8617795705795288,0.7426269054412842,0.7639780044555664,0.8668550252914429,0.8326208591461182,0.6290098428726196,0.7967705726623535,0.7718884348869324,0.8291504383087158,0.9999997615814209,0.8204933404922485,0.7667983770370483,0.7457169890403748,0.8258668780326843,0.8789849877357483,0.7981362342834473,0.8530070185661316,0.7507001161575317,0.7470101714134216,0.7482630610466003,0.6883004903793335,0.7651087641716003,0.7545074224472046,0.8607388734817505,0.7580606937408447,0.7193611264228821,0.8973920345306396,0.8376126289367676,0.750510573387146,0.8425400257110596,0.6449511051177979,0.867343544960022,0.7209776043891907,0.7254679799079895,0.855530321598053,0.6915825009346008,0.7604882121086121,0.7644057869911194,0.7113490104675293,0.7156548500061035,0.7462122440338135,0.7245766520500183,0.751544713973999,0.8959764242172241,0.8657094836235046,0.856365442276001,0.7372211217880249,0.7195639610290527,0.8387435674667358,0.7374372482299805,0.8544607162475586,0.7500321269035339,0.7183927297592163,0.6987598538398743,0.8033492565155029,0.8599247932434082,0.7867344617843628,0.8115445375442505,0.7528221011161804,0.7429176568984985,0.7704207301139832,0.7529348731040955,0.9021392464637756,0.7431160807609558,0.8107342720031738,0.8123584985733032,0.7365277409553528,0.7591797709465027,0.7152087688446045,0.6812843680381775,0.7306864261627197,0.7671266794204712,0.7431784868240356,0.7787199020385742
2003 - qheadache.txt,0.754656970500946,0.8921954035758972,0.6865710020065308,0.7417846918106079,0.7507431507110596,0.8006839752197266,0.8570322394371033,0.8486753106117249,0.8593631982803345,0.8463795185089111,0.6403825879096985,0.8487650752067566,0.7720374464988708,0.7438192367553711,0.7162430286407471,0.8566426634788513,0.88360196352005,0.6869083642959595,0.7224032878875732,0.6959159970283508,0.8570363521575928,0.8204933404922485,0.9999998807907104,0.5868440270423889,0.6572288870811462,0.8875805139541626,0.8625255227088928,0.7444890141487122,0.8352695107460022,0.6942434310913086,0.6659371256828308,0.71232670545578,0.5600646734237671,0.6657353043556213,0.7401829361915588,0.9154617786407471,0.7691885828971863,0.6690484285354614,0.8415793180465698,0.8887465596199036,0.7168380618095398,0.8050662279129028,0.6395640969276428,0.8141509890556335,0.7613929510116577,0.6825336217880249,0.8867475986480713,0.4783928394317627,0.7690189480781555,0.6733665466308594,0.7503365874290466,0.77144455909729,0.7406507134437561,0.6691867709159851,0.5765941739082336,0.9122780561447144,0.8391042351722717,0.7482924461364746,0.6980375051498413,0.7393970489501953,0.8120136260986328,0.595703125,0.892342209815979,0.7897697687149048,0.5304791927337646,0.5234624147415161,0.8268595933914185,0.8519340753555298,0.6427218914031982,0.7930263876914978,0.7828074097633362,0.7704463005065918,0.7430157661437988,0.6808530688285828,0.8998177647590637,0.7246310710906982,0.843193531036377,0.8699913024902344,0.7761874794960022,0.7315449118614197,0.626581609249115,0.47598394751548767,0.648652970790863,0.6627514362335205,0.6782540678977966,0.8592294454574585
2003 - tachonet.txt,0.8045317530632019,0.6099864840507507,0.7863487005233765,0.7293874621391296,0.6637290716171265,0.7187330722808838,0.6172938942909241,0.5453393459320068,0.6573026776313782,0.5145889520645142,0.8006389737129211,0.5998166799545288,0.7577325701713562,0.6889915466308594,0.8025696277618408,0.6498622298240662,0.5345893502235413,0.5439085364341736,0.7984628677368164,0.790606677532196,0.6835921406745911,0.7667983770370483,0.5868440270423889,1.0,0.8051685094833374,0.5884292721748352,0.6310362815856934,0.770684003829956,0.6549012064933777,0.747420608997345,0.7470980882644653,0.8041954040527344,0.7735844254493713,0.7612046003341675,0.6993798613548279,0.6687313318252563,0.7609659433364868,0.7192974090576172,0.7137526869773865,0.6469016075134277,0.7562178373336792,0.6521909236907959,0.6401389241218567,0.6244519948959351,0.6550335884094238,0.7595812678337097,0.6096985936164856,0.7711141705513,0.7051602005958557,0.8034165501594543,0.6872279644012451,0.6801266074180603,0.706939697265625,0.7300909161567688,0.8461536765098572,0.7015182375907898,0.6707927584648132,0.7819222211837769,0.7760109901428223,0.7066922187805176,0.647330105304718,0.8074722290039062,0.6723144054412842,0.5666255354881287,0.8044623732566833,0.7625211477279663,0.5612531900405884,0.6747891306877136,0.7094555497169495,0.5962659120559692,0.47987064719200134,0.7117006778717041,0.76261967420578,0.8241628408432007,0.7092295289039612,0.6578097343444824,0.5802159905433655,0.5521093010902405,0.6876421570777893,0.7383476495742798,0.7872276902198792,0.7635376453399658,0.7453093528747559,0.7992409467697144,0.7946553230285645,0.5364549160003662
2004 - colorcast.txt,0.7359403371810913,0.6364227533340454,0.8902506828308105,0.7493783831596375,0.7042178511619568,0.7025270462036133,0.6239980459213257,0.5480918288230896,0.6766369342803955,0.5241947174072266,0.8248341083526611,0.5783814191818237,0.7537770867347717,0.7840096950531006,0.845694899559021,0.6546480059623718,0.568809986114502,0.6361305713653564,0.8657501935958862,0.8808749318122864,0.6916146278381348,0.7457169890403748,0.6572288870811462,0.8051685094833374,1.0000001192092896,0.5850849747657776,0.5985890030860901,0.8067905306816101,0.6217054128646851,0.8340719938278198,0.7952951192855835,0.8741205930709839,0.8559402227401733,0.801435649394989,0.7783236503601074,0.6905144453048706,0.853198230266571,0.6955087780952454,0.6924029588699341,0.6486126184463501,0.6523192524909973,0.5700634717941284,0.7198134064674377,0.6212570667266846,0.7666082382202148,0.9124094247817993,0.6170703172683716,0.806675910949707,0.8050386905670166,0.8828219175338745,0.8002340197563171,0.8047080039978027,0.7562216520309448,0.8690532445907593,0.8779897689819336,0.7135229110717773,0.6245474219322205,0.7332496047019958,0.8918961882591248,0.8521491289138794,0.6101229786872864,0.8790292739868164,0.6742820143699646,0.5389179587364197,0.8272320628166199,0.7567720413208008,0.5494884252548218,0.6504120230674744,0.671678364276886,0.5809972286224365,0.47315895557403564,0.8432887196540833,0.8435012102127075,0.8859384059906006,0.7163079380989075,0.7079866528511047,0.5536285042762756,0.554211437702179,0.805558443069458,0.7568497657775879,0.823043942451477,0.8031620979309082,0.7151799201965332,0.8497577905654907,0.8638483881950378,0.5411579012870789
2004 - grid bgc.txt,0.7488187551498413,0.8866908550262451,0.6277830004692078,0.7165377736091614,0.7403038144111633,0.8172101974487305,0.8661182522773743,0.8923797607421875,0.864942729473114,0.8952590227127075,0.601176917552948,0.8794077634811401,0.7599286437034607,0.733755886554718,0.6773229837417603,0.872652530670166,0.9071460962295532,0.6980723142623901,0.6924139857292175,0.6488692164421082,0.8274295926094055,0.8258668780326843,0.8875805139541626,0.5884292721748352,0.5850849747657776,0.9999999403953552,0.9071012735366821,0.745071291923523,0.8910181522369385,0.6621951460838318,0.6785029172897339,0.6238694787025452,0.5224418044090271,0.6363823413848877,0.7505197525024414,0.8916354179382324,0.721278190612793,0.6822648048400879,0.8736823797225952,0.922407865524292,0.7426861524581909,0.8689440488815308,0.6068745255470276,0.8541156053543091,0.7423648238182068,0.6066291928291321,0.9356224536895752,0.46475711464881897,0.7426900267601013,0.6108165383338928,0.6816935539245605,0.6903449892997742,0.7219410538673401,0.5957533121109009,0.5444527268409729,0.9092621803283691,0.8452613949775696,0.7706871628761292,0.6575544476509094,0.6600828766822815,0.8650723695755005,0.5995693802833557,0.8952884674072266,0.8281958103179932,0.4905144274234772,0.5272314548492432,0.886710524559021,0.8868097066879272,0.6415672302246094,0.8425079584121704,0.8217360973358154,0.7001953125,0.7297827005386353,0.6608096957206726,0.8936567902565002,0.7325732707977295,0.8764538764953613,0.9138385057449341,0.7067775726318359,0.7163159847259521,0.5968365669250488,0.4057069420814514,0.6792821884155273,0.6684073805809021,0.6072686910629272,0.8991913199424744
