Unique ID	Label	Requirement Statement	Solution Scope	Solution Approach
	EA 02.10.01	The solution should provide an open interface to enable CCHCS' Utilization Management solution and staff to extract data for analysis.	Unknown	Unknown
	EA 02.10.02	The solution should provide an open interface to enable Office of Inspector General (OIG) staff to extract data for auditing purposes.	Unknown	Unknown
	EA 3	Support		
	EA 3.1	System Management		
	EA 03.01.01	The solution should support IETF Simple Network Management Protocol (SNMP) traps as a mechanism for event notification.	Unknown	Unknown
	EA 03.01.02	The solution should support IETF Syslog as a mechanism for logging. 	Unknown	Unknown
	EA 03.01.03	The solution should support remote monitoring and administration via Netscape Secure Sockets Layer (SSL), IETF Secure Shell (SSH), IETF IP Security (IPSEC) or similar secure method.	Unknown	Unknown
	EA 03.01.04	The solution should monitor COTS-provided components & services.	Unknown	Unknown
	EA 03.01.05	The solution should support alerts for defined thresholds and errors.	Unknown	Unknown
	EA 03.01.06	The solution should provide a system management console.	Unknown	Unknown
	EA 03.01.07	The solution should support alert notifications via email.	Unknown	Unknown
	EA 03.01.08	The solution should support alert notifications via pager.	Unknown	Unknown
	EA 03.01.09	The solution should provide a browser interface for monitoring and administration.	Unknown	Unknown
	EA 03.01.10	The solution should include GUI tools for monitoring of processes and errors.	Unknown	Unknown
	EA 03.01.11	The solution should include a command line interface to allow automation of system processes (e.g. service startup, service shutdown).	Unknown	Unknown
	EA 3.2	Documentation		
	EA 03.02.01	The support manual should provide the information necessary to service and maintain an operational system or component throughout its life cycle. A support manual includes the associated hardware and software and procedures for servicing, repairing, or reprogramming it.	Unknown	Unknown
	EA 03.02.02	The installation manual should provide the information necessary to install a system, set initial parameters, and prepare the system or component for operational use.	Unknown	Unknown
	EA 03.02.03	The operator manual must provide the information necessary to initiate and operate a system. The operator manual includes procedures for preparation, operation, monitoring, and recovery.	Unknown	Unknown
	EA 03.02.04	The programmer manual must provide the information necessary to develop or modify software for a given computer system. The programmer manual includes equipment configuration, operational characteristics, programming features, input/output features, and compilation or assembly features of the computer system.	Unknown	Unknown
	EA 03.02.05	The diagnostic manual must provide the information necessary to execute diagnostic procedures for a system, identify malfunctions, and remedy those malfunctions. The diagnostic manual includes diagnostic features of the system and diagnostic tools available for its support.	Unknown	Unknown
	CCHIT SC 04.01	The solution should include documentation that describes the patch (hot-fix) handling process the vendor will use for EHR (eRx), operating system and underlying tools (e.g. a specific web site for notification of new patches, an approved patch list, special instructions for installation, and post-installation test).	Unknown	Unknown
	CCHIT SC 04.02	The solution should include documentation that explains system error or performance messages to users and administrators, with the actions required.	Unknown	Unknown
	CCHIT SC 04.03	"The solution should include documentation of product capacities (e.g. number of users, number of transactions per second, number of records, network load, etc.) and the baseline representative configurations assumed for these capacities (e.g. number or type of processors, server/workstation configuration and
network capacity, etc.)."	Unknown	Unknown
	CCHIT SC 04.04	The solution should include documented procedures for product installation, start-up and/or connection.	Unknown	Unknown
	CCHIT SC 04.09	The solution should include documentation that describes the steps needed to confirm that the system installation was properly completed and that the system is operational.	Unknown	Unknown
