Unique ID	Label	Requirement Statement	Solution Scope	Solution Approach
606	HIPAA 164.312(e)(2)(ii)	The solution should implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.	Unknown	Unknown
654	HIPAA 164.502(b); 164.514 (d).3	The solution should restrict access and uses of protected health information based on the specific user's role.	Unknown	Unknown
742	HIPAA 164.502(d)(2), 164.514(a) and (b)	The solution should have the ability to de-identify health information which neither identifies nor provides a reasonable basis to identify an individual.	Unknown	Unknown
744	HIPAA 164.514(b).01	The solution should remove identifiers of the individual or of relatives, employers, or household members of the individualto achieve the safe harbor method of de-identification.	Unknown	Unknown
743	HIPAA 164.514(b).02	The solution should support two ways to de-identify information; either: 1) a formal determination by a qualified statistician; or 2) the removal of specified identifiers of the individual and of the individual’s relatives, household members, and employers is required, and is adequate only if the covered entity has no actual knowledge that the remaining information could be used to identify the individual.	Unknown	Unknown
741	HIPAA 164.514(b).03	The solution de-identification capability should include: Medical record numbers.	Unknown	Unknown
740	HIPAA 164.514(b).04	The solution de-identification capability should include: Social security numbers.	Unknown	Unknown
739	HIPAA 164.514(b).05	The solution de-identification capability should include: Electronic mail addresses.	Unknown	Unknown
738	HIPAA 164.514(b).06	The solution de-identification capability should include: FAX numbers.	Unknown	Unknown
737	HIPAA 164.514(b).07	The solution de-identification capability should include: Telephone numbers.	Unknown	Unknown
736	HIPAA 164.514(b).08	The solution de-identification capability should include: All elements of dates (except year) for dates directly related to the individual, including birth date, admission date, discharge date, date of death; and all ages over 89 and all elements of dates (including year) indicative of such age, except that such ages and elements may be aggregated into a single category of age 90 or older;	Unknown	Unknown
735	HIPAA 164.514(b).09	The solution de-identification capability should include:  All geographic subdivisions smaller than a State, including street address, city, county, precinct, zip code, and their equivalent geocodes, except for the initial three digits of a zip code if, according to the current publicly available data from the Bureau of Census (1) the geographic units formed by combining all zip codes with the same three initial digits contains more than 20,000 people; and (2) the initial three digits of a zip code for all such geographic units containing 20,000 or fewer people is changed to 000;	Unknown	Unknown
734	HIPAA 164.514(b).10	The solution de-identification capability should include: Names.	Unknown	Unknown
733	HIPAA 164.514(b).11	The solution de-identification capability should include: Web Universal Resource Locators (URLs).	Unknown	Unknown
732	HIPAA 164.514(b).12	The solution de-identification capability should include: Device identifiers and serial numbers.	Unknown	Unknown
731	HIPAA 164.514(b).13	The solution de-identification capability should include: Vehicle identifiers and serial numbers, including license plate numbers.	Unknown	Unknown
729	HIPAA 164.514(b).14	The solution de-identification capability should include: Certificate/license numbers.	Unknown	Unknown
728	HIPAA 164.514(b).15	The solution de-identification capability should include: Health plan beneficiary numbers.	Unknown	Unknown
727	HIPAA 164.514(b).16	The solution de-identification capability should include: Account numbers.	Unknown	Unknown
726	HIPAA 164.514(b).17	The solution de-identification capability should include: Internet Protocol (IP) address numbers.	Unknown	Unknown
725	HIPAA 164.514(b).18	The solution de-identification capability should include: Biometric identifiers, including finger and voice prints.	Unknown	Unknown
724	HIPAA 164.514(b).19	The solution de-identification capability should include: Full face photographic images and any comparable images.	Unknown	Unknown
723	HIPAA 164.514(b).20	The solution de-identification capability should include: Any other unique identifying number, characteristic, or code, except as permitted for re-identification purposes provided certain conditions are met. In addition to the removal of the above-stated identifiers, the covered entity may not have actual knowledge that the remaining information could be used alone or in combination with any other information to identify an individual who is subject of the information.	Unknown	Unknown
644	HIPAA 164.524.1	The solution should provide the ability to provide patients a copy of their protected health information in a covered entity’s designated record set.	Unknown	Unknown
642	HIPAA 164.524.2	The solution should provide the ability to not provide patients access to the following protected health information: psychotherapy notes, information compiled for legal proceedings, laboratory results to which the Clinical Laboratory Improvement Act (CLIA) prohibits access, or information held by certain research laboratories.	Unknown	Unknown
566	HIPAA Remote Access 01	The solution should use more secure connections for email via SSL and the use of message-level standards such as S/MIME, SET, PEM, PGP, etc.	Unknown	Unknown
603	HIPAA Remote Access 02	The solution should implement two-factor authentication for granting remote access to solutions that contain EPHI. This process requires factors beyond general User IDs (i.e. usernames) and passwords to gain access to solutions (e.g., requiring users to answer a security question such as "Favorite Pet's Name").	Unknown	Unknown
528	HIPAA Remote Access 03	The solution should implement a process for creating a unique User ID (i.e. user name) and performing authentication when granting remote access to a workforce member. This may be done using Remote Authentication Dial-In User Service (RADIUS) or other similar tools.	Unknown	Unknown
535	HIPAA Remote Access 08	The solution should have appropriate default values for session termination (time-out) on inactive portable or remote devices.	Unknown	Unknown
533	HIPAA Remote Access 10	The solution should implement a policy to encrypt backup and archival media; ensure that policies direct the user of encryption technologies of the appropriate strength.	Unknown	Unknown
531	HIPAA Remote Access 12	The solution should prohibit or prevent download of EPHI onto remote solutions or devices without an operational justification.	Unknown	Unknown
529	HIPAA Remote Access 14	The solution should minimize use of browser-cached data in web based applications which manage EPHI, particularly those accessed remotely.	Unknown	Unknown
527	HIPAA Remote Access 16	The solution should prohibit transmission of EPHI via open networks, such as the Internet, where appropriate.	Unknown	Unknown
526	HIPAA Remote Access 17	The solution should prohibit the use of offsite devices or wireless access points (e.g. hotel workstations) for non-secure access to email.	Unknown	Unknown
521	HIPAA Remote Access 22	The solution should use biometrics, such as fingerprint readers, on portable devices.	Unknown	Unknown
519	HIPAA Remote Access 24	The solution should implement and mandate appropriately strong encryption solutions for transmission of EPHI (e.g. SSL, HTTPS, etc.). SSL should be a minimum requirement for all Internet-facing solutions which manage EPHI in any form, including corporate web-mail solutions.	Unknown	Unknown
388	HIPAA TCS 01	The solution should support the Health Care Claims or equivalent encounter information (X12N 837).	Unknown	Unknown
387	HIPAA TCS 02	The solution should support the Eligibility for a Health Plan (X12N 270/271).	Unknown	Unknown
386	HIPAA TCS 03	The solution should support the Referral Certification and Authorization (X12N 278 or NCPDP for retail pharmacy).	Unknown	Unknown
385	HIPAA TCS 04	The solution should support the Health Care Claim Status (X12N 276/277).	Unknown	Unknown
384	HIPAA TCS 05	The solution should support the Enrollment and Disenrollment in a Health Plan (X12N 834).	Unknown	Unknown
383	HIPAA TCS 06	The solution should support the Health Care Payment and Remittance Advice (X12N 835).	Unknown	Unknown
382	HIPAA TCS 07	The solution should support the Health Plan Premium Payments (X12N 820).	Unknown	Unknown
381	HIPAA TCS 08	The solution should support the Coordination of Benefits (X12N 837 or NCPDP for retail pharmacy).	Unknown	Unknown
	Health Information Technology (HIT)			
380	HIT 01A 1.1	The solution should provide a standardized audit log that supports both security risk management and fraud management.	Unknown	Unknown
379	HIT 01A 1.1.1	The solution should provide a date/time/user stamp for each clinical entry at data element level or some other suitable mechanism to allow assessment of the number of user operations used to create an encounter note or encounter note update.	Unknown	Unknown
378	HIT 01A 1.1.2	The solution should provide a date/time/user stamp of each access to the EMR.	Unknown	Unknown
377	HIT 01A 1.1.3	The solution should provide a date/time/user stamp of signature event (whether proactive or auto default) for encounter or progress notes.	Unknown	Unknown
376	HIT 01A 1.1.4	The solution should provide a date/time of release of encounter or progress note for administrative/billing process or, alternatively, date/time billing transaction was created based on encounter or progress note.	Unknown	Unknown
375	HIT 01A 1.1.5	The solution should provide minimum data to be captured in the audit log includes the following:	Unknown	Unknown
374	HIT 01A 1.1.5.1	Access type (i.e., creating, editing, viewing, printing, or electronically transferring all or any part of the patient record)	Unknown	Unknown
373	HIT 01A 1.1.5.2	User ID, including National Provider Identifier (NPI) number if available, of person accessing the record	Unknown	Unknown
372	HIT 01A 1.1.5.3	Location or logical address from which the information was accessed	Unknown	Unknown
371	HIT 01A 1.1.5.4	Date and time that the information was accessed using NTP/SNTP synchronized time	Unknown	Unknown
369	HIT 01A 1.1.5.5	For printing or transferring electronically all or parts of a record that is initiated by a user, reason for transaction entered by user	Unknown	Unknown
368	HIT 01B 1.1.6	The solution audit log should be operational whenever the solution is available for updates or viewing of the clinical record. There may be exceptional circumstances for technical or other reasons when this cannot occur:	Unknown	Unknown
367	HIT 01B 1.1.6.1	If the solution supports a user command to disable or enable the audit log, such command should be limited to roles associated with users that administer the solution.	Unknown	Unknown
366	HIT 01B 1.1.6.2	The solution should log all user commands that enable or disable the audit log in the audit log as auditable events.	Unknown	Unknown
365	HIT 01B 1.1.6.3	If the solution is accepting updates at a time when the audit log is impaired or disabled, a notification of the occurrence of this state will be made available to the solution administrator.	Unknown	Unknown
364	HIT 01B 1.1.6.4	The audit log should support a means of unequivocally determining if it contains gaps when users updated the record while the audit log was not being recorded, even if the audit log was not recorded for a reason other than explicit disablement by a user. Such determination should be evident solely by examining the audit log.	Unknown	Unknown
363	HIT 01B 1.1.7	The solution should not allow deletions or alteration of the contents of the audit log.	Unknown	Unknown
362	HIT 01B 1.1.8	The solution should support a user-friendly output version of the audit log for transmission, printing, or export, which shows all details of events.	Unknown	Unknown
361	HIT 01C 1.2	Audit Support Function: Require documentation of the audit support functionality in the vendor provided user guides and other support documentation, including how to identify and retrospectively reconstruct all data elements in the audit log including date, time and method of entry.	Unknown	Unknown
360	HIT 01C 1.3	The solution should have the capacity to allow authorized entities to read only access according to agreed upon uses and only as a part of an identified audit subject to appropriate authentication, authorization, and access control procedures. Such access should also be subject to appropriate release of information protocols, local audit policies, minimum necessary criteria, and other contractual arrangements and, laws, and:	Unknown	Unknown
359	HIT 01C 1.3.1	The solution should support an auditor as a class of user.	Unknown	Unknown
358	HIT 01C 1.3.2	The solution should limit access to pertinent functions and views only for portions of audit logs covered by the audit.	Unknown	Unknown
357	HIT 01C 1.3.3	Access remains controlled by the facility and the same authentication and audit supports would apply.	Unknown	Unknown
356	HIT 01C 1.3.4	Remote access may be offered if agreed to by the clinical data organization subject to the aforementioned protocols and suitable authentication	Unknown	Unknown
355	HIT 01C 1.4	The solution should retain all EMR data and clinical documents (including audit logs) for the time periods designated by the EMR solution owner’s policies or legal requirements. Audit logs should be retained as long as clinical records. Provide the ability to destroy, deactivate, or archive EMR data/records in a solutionatic way according to the EHR solution owner’s policies and after legally-prescribed retention periods.	Unknown	Unknown
354	HIT 02.0	The solution should support the use of the National Provider Identifier (NPI) in the EMR audit log to identify the individual provider, or, in situations when an NPI is not available for an individual, a single unique internal provider identifier is assigned.	Unknown	Unknown
352	HIT 03.1	The solution should support user ID/strong passwords.	Unknown	Unknown
351	HIT 03.2	The solution should demonstrate the ability to evolve the level of user authentication in the future, as industry standards require.	Unknown	Unknown
350	HIT 04.0	The solution should provide the capability to produce a business version of each encounter note or progress note which indicates:	Unknown	Unknown
344	HIT 04.1	Date/time/user stamp for each entry	Unknown	Unknown
343	HIT 04.2	The methods used in the creation of the entry including but not limited to:	Unknown	Unknown
342	HIT 04.2.1	Direct entry via integrated hardware keyboard or mouse	Unknown	Unknown
341	HIT 04.2.2	Speech recognition	Unknown	Unknown
340	HIT 04.2.3	Automated, machine-entered default information	Unknown	Unknown
339	HIT 04.2.4	Pre-created documentation via form or template	Unknown	Unknown
338	HIT 04.2.5	Copy/import of an object including date/time user stamp of original author	Unknown	Unknown
336	HIT 04.2.6	Copy forward previous note contents including date/time user stamp of original author	Unknown	Unknown
334	HIT 04.2.7	Dictation/ Transcription	Unknown	Unknown
333	HIT 04.2.8	Import from an external solution	Unknown	Unknown
332	HIT 04.3	If a copy of the encounter note is required or desired to accompany a claim, provide the ability to submit the business version.	Unknown	Unknown
1827	HIT 05.1	The solution should be capable of prompting for omitted necessary administrative data or codes. This could include the capability to prompt a physician if the selected E&M code is not consistent with the documentation in the encounter note.	Unknown	Unknown
1828	HIT 05.2	Prompts that are driven by E&M administrative processes should not explicitly or implicitly direct a user to add documentation. This does not apply to prompts for additional documentation for E&M levels already achieved, for medical necessity or for quality guidelines/clinical decision support.	Unknown	Unknown
1829	HIT 06.1	The solution should retain date/time/user stamp of original data entry person when data entered on behalf of another author.	Unknown	Unknown
1830	HIT 06.2	If an assistant is used to enter data that will subsequently be signed by a provider, retain the date/time/use stamp of the data entry person as well as the provider.	Unknown	Unknown
1831	HIT 07.0	The solution should retain the original documents and any amendments after signature event (including automatic closing of record). Any updates after signature event should be handled as amendments.	Unknown	Unknown
1832	HIT 08.0	The solution should have the capacity to allow authorized entities read-only access to the EMR according to agreed upon uses and only as a part of an identified audit subject to appropriate authentication, authorization, and access control functionality. Such access controls should also support the applicable release of information protocols, local audit policies, minimum necessary criteria, and other contractual arrangements and, laws, and:	Unknown	Unknown
1833	HIT 08.1	The solution should support an auditor as a class of user.	Unknown	Unknown
1834	HIT 08.2	The solution should limit access to pertinent functions and views only for patient records covered by the audit.	Unknown	Unknown
1835	HIT 08.3	Access remains controlled by the facility and the same authentication and audit supports would apply.	Unknown	Unknown
1836	HIT 08.4	Remote access may be offered if agreed to by the organization subject to the aforementioned protocols and suitable authentication.	Unknown	Unknown
1838	HIT 09.1	The solution should generate and embed a document ID tracking number for patient chart outputs or exports, unique for each instance when a patient chart output/document is printed, electronically communicated, or otherwise exported from the EMR:	Unknown	Unknown
1839	HIT 09.1.1	Display tracking number on printed document (regardless of the document format including, but not be limited to .doc, .pdf, etc. and attach to electronic copy.	Unknown	Unknown
1840	HIT 09.1.2	Tracking number audit record should contain user creating document, date/time, and an option to include the reason for printing or transferring an electronic copy of the document.	Unknown	Unknown
1841	HIT 09.1.3	Tracking number function requirement also applies to transfers of information from the EMR solution to a billing solution where these are separate or otherwise independently functioning solutions.	Unknown	Unknown
1842	HIT 09.1.4	Maintain an audit log of tracking numbers in a file that is treated as a business record of the organization.	Unknown	Unknown
1843	HIT 10.1	Allow patient access to his or her own completed records and release of information (disclosure) log, as required by law or agreed to by the clinical provider.	Unknown	Unknown
1844	HIT 10.2	The solution should have the ability to capture patient comments in the EMR.	Unknown	Unknown
1845	HIT 11.0	The solution should provide the capability to document/record that identity-proofing was completed and the method used to verify (i.e., check photo id, prior relationship, or verification of information an individual knows or can produce) consistent with the recommendations of the Confidentiality/Privacy/Security Workgroup of the American Health Information Community.	Unknown	Unknown
1846	HIT 12.1	The EHR solution should have the ability to accept structured and coded data for existing data standards.	Unknown	Unknown
1847	HIT 12.2	Support directly capturing clinical information from the clinician in structured and coded form to the maximum degree possible consistent with the principle of not adversely impacting user productivity.	Unknown	Unknown
1848	HIT 13.0	Transmit clinical information to other information solutions using standards that retain the available level of coding and structure, such as the HL7 Clinical Data Architecture	Unknown	Unknown
1849	HIT 14.0	Require a traceable and auditable path from a claim payment or a transmission of a pay for performance payment to the clinical documentation supporting it.	Unknown	Unknown
1850	HIT 14.1	Information transmitted to a claims preparation solution will include the Document ID tracking number generated in the EHR traceability requirement above.	Unknown	Unknown
1851	HIT 14.2	All information transmitted for the purposes of supporting claims or pay for performance payments will be logged in an audit file that cannot subsequently be changed by a user or administrator of the EHR solution. The audit file will include the time at which the submission was created and any relevant document ID tracking numbers generated under the EHR traceability requirement above.	Unknown	Unknown
2404	HIT 170.205 (a)	The Secretary adopts the content exchange standard and associated implementation specification: Patient summary record - Health Level Seven Clinical Document Architecture (CDA) Release 2, Continuity of Care Document (CCD). The Healthcare Information Technology Standards Panel (HITSP) Summary Documents Using HL7 CCD Component HITSP/C32. ASTM E2369 Standard.	Unknown	Unknown
2405	HIT 170.205 (b)	The Secretary adopts the content exchange standard and associated implementation specification: Electronic prescribing. Standard. The National Council for the Prescription Drug Programs (NCPDP) Prescriber/Pharmacist Interface SCRIPT standard, Implementation Guide, Version 8, Release 1 (Version 8.1) October 2005. The NCPDP Prescriber/Pharmacist Interface SCRIPT standard, Implementation Guide, Version 8, Release 1 (Version 8.1) October 2005. . NCPDP SCRIPT Standard, Implementation Guide, Version 10.6.	Unknown	Unknown
2407	HIT 170.205 (d)	The Secretary adopts the content exchange standard and associated implementation specification: Electronic submission to public health agencies for surveillance or reporting. Standard. HL7 2.3.1. Public Health Information Network HL7 Version 2.5 Message Structure Specification for National Condition Reporting Final Version 1.0 and Errata and Clarifications National Notification Message Structural Specification.	Unknown	Unknown
2408	HIT 170.205 (e)	The Secretary adopts the content exchange standard and associated implementation specification: Electronic submission to immunization registries. Implementation Guide for Immunization Data Transactions using Version 2.3.1 of the HL7 Standard Protocol Implementation Guide Version 2.2. HL7 2.5.1 Implementation Guide for Immunization Messaging Release 1.0.	Unknown	Unknown
2409	HIT 170.205 (f)	The Secretary adopts the content exchange standard and associated implementation specification: Quality reporting. Standard. The CMS Physician Quality Reporting Initiative (PQRI) 2009 Registry XML Specification. Implementation specifications. Physician Quality Reporting Initiative Measure Specifications Manual for Claims and Registry.	Unknown	Unknown
2406	HIT 170.205 ©	The Secretary adopts the content exchange standard and associated implementation specification: Electronic submission of lab results to public health agencies. Standard. HL7 2.5.1. Implementation specifications. HL7 Version 2.5.1 Implementation Guide: Electronic Laboratory Reporting to Public Health, Release 1 (US Realm).	Unknown	Unknown
2410	HIT 170.207 (a)	The Secretary adopts the code sets, terminology, and nomenclature as the vocabulary standard: International Health Terminology Standards Development Organization (IHTSDO) solutionatized Nomenclature of Medicine Clinical Terms (SNOMED CT®) July 2009 version.	Unknown	Unknown
2412	HIT 170.207 (d)	The Secretary adopts the code sets, terminology, and nomenclature as the vocabulary standard: Any source vocabulary that is included in RxNorm, a standardized nomenclature for clinical drugs produced by the United States National Library of Medicine.	Unknown	Unknown
2413	HIT 170.207 (e)	The Secretary adopts the code sets, terminology, and nomenclature as the vocabulary standard: Immunizations. Standard. HL7 Standard Code Set CVX Vaccines Administered, July 30, 2009 version.	Unknown	Unknown
2414	HIT 170.207 (f)	The Secretary adopts the code sets, terminology, and nomenclature as the vocabulary standard: Race and Ethnicity. Standard. The Office of Management and Budget Standards for Maintaining, Collecting, and Presenting Federal Data on Race and Ethnicity, Statistical Policy Directive No. 15, October 30, 1997.	Unknown	Unknown
2411	HIT 170.207 ©	The Secretary adopts the code sets, terminology, and nomenclature as the vocabulary standard: Laboratory test results. Standard. Logical Observation Identifiers Names and Codes (LOINC®) version 2.27, when such codes were received within an electronic transaction from a laboratory.	Unknown	Unknown
2415	HIT 170.210 (a)	The Secretary adopts the standard to protect electronic health information created, maintained, and exchanged: Encryption and decryption of electronic health information: (1) General. Any encryption algorithm identified by the National Institute of Standards and Technology (NIST) as an approved security function in Annex A of the Federal Information Processing Standards (FIPS) Publication 140-2. Any encrypted and integrity protected link.	Unknown	Unknown
2416	HIT 170.210 (b)	"The Secretary adopts the standard to protect electronic health information created, maintained, and exchanged: Record actions related to electronic health information. The date, time, patient identification, and user
identification should be recorded when electronic health information is created, modified, accessed, or deleted; and an indication of which action(s) occurred and by whom should also be recorded."	Unknown	Unknown
2418	HIT 170.210 (d)	"The Secretary adopts the standard to protect electronic health information created, maintained, and exchanged: Record treatment, payment, and
health care operations disclosures. The date, time, patient identification, user identification, and a description of the disclosure should be recorded for disclosures for treatment, payment, and health care operations, as these terms are defined at 45 CFR 164.501."	Unknown	Unknown
2417	HIT 170.210 ©	The Secretary adopts the standard to protect electronic health information created, maintained, and exchanged: Verification that electronic health information has not been altered in transit. A hashing algorithm with a security strength equal to or greater than SHA-1 (Secure Hash Algorithm (SHA-1) as specified by the NIST in FIPS PUB 180-3 (October, 2008)) should be used to verify that electronic health information has not been altered.	Unknown	Unknown
2419	HIT 170.302 (a)(1)	Drug-drug, drug-allergy interaction checks -  Notifications. Automatically and electronically generate and indicate in real-time, notifications at the point of care for drug-drug and drug-allergy contraindications based on medication list, medication allergy list, and computerized provider order entry (CPOE).	Unknown	Unknown
2420	HIT 170.302 (a)(2)	Adjustments. Provide certain users with the ability to adjust notifications provided for drug-drug and drug-allergy interaction checks.	Unknown	Unknown
2421	HIT 170.302 (b)	Drug-formulary checks. Enable a user to electronically check if drugs are in a formulary or preferred drug list.	Unknown	Unknown
2423	HIT 170.302 (d)	Maintain active medication list. Enable a user to electronically record, modify, and retrieve a patient’s active medication list as well as medication history for longitudinal care.	Unknown	Unknown
2424	HIT 170.302 (e)	Maintain active medication allergy list. Enable a user to electronically record, modify, and retrieve a patient’s active medication allergy list as well as medication allergy history for longitudinal care.	Unknown	Unknown
2425	HIT 170.302 (f)(1)	Record and chart vital signs - Vital signs. Enable a user to electronically record, modify, and retrieve a patient’s vital signs including, at a minimum, height, weight, and blood pressure.	Unknown	Unknown
2426	HIT 170.302 (f)(2)	Record and chart vital signs - Calculate body mass index. Automatically calculate and display body mass index (BMI) based on a patient’s height and weight.	Unknown	Unknown
2427	HIT 170.302 (f)(3)	Record and chart vital signs - Plot and display growth charts. Plot and electronically display, upon request, growth charts for patients 2-20 years old.	Unknown	Unknown
2428	HIT 170.302 (g)	Smoking status. Enable a user to electronically record, modify, and retrieve the smoking status of a patient. Smoking status types should include: current every day smoker; current some day smoker; former smoker; never smoker; smoker, current status unknown; and unknown if ever smoked.	Unknown	Unknown
2429	HIT 170.302 (h)(1)	Incorporate laboratory test results - Receive results. Electronically receive clinical laboratory test results in a structured format and display such results in human readable format.	Unknown	Unknown
2430	HIT 170.302 (h)(2)	Incorporate laboratory test results - Display test report information. Electronically display all the information for a test report specified at 42 CFR 493.1291©(1) through (7).	Unknown	Unknown
2431	HIT 170.302 (h)(3)	Incorporate laboratory test results - Incorporate results. Electronically attribute, associate, or link a laboratory test result to a laboratory order or patient record.	Unknown	Unknown
2432	HIT 170.302 (i)	Generate patient lists.  Enable a user to electronically select, sort, retrieve, and generate lists of patients according to, at a minimum, the data elements included in: (1) Problem list, (2) Medication list, (3) Demographics, and (4) Laboratory test results.	Unknown	Unknown
2433	HIT 170.302 (j)	Medication reconciliation. Enable a user to electronically compare two or more medication lists.	Unknown	Unknown
2434	HIT 170.302 (k)	Submission to immunization registries. Electronically record, modify, retrieve, and submit immunization information.	Unknown	Unknown
2435	HIT 170.302 (l)	Public health surveillance. Electronically record, modify, retrieve, and submit syndrome-based public health surveillance information.	Unknown	Unknown
2436	HIT 170.302 (m)	Patient-specific education resources. Enable a user to electronically identify and provide patient-specific education resources according to, at a minimum, the data elements included in the patient’s: problem list; medication list; and laboratory test results; as well as provide such resources to the patient.	Unknown	Unknown
2437	HIT 170.302 (n)	Automated measure calculation. For each meaningful use objective with a percentage-based measure, electronically record the numerator and denominator and generate a report including the numerator, denominator, and resulting percentage associated with each applicable meaningful use measure.	Unknown	Unknown
2438	HIT 170.302 (o)	Access control. Assign a unique name and/or number for identifying and tracking user identity and establish controls that permit only authorized users to access electronic health information.	Unknown	Unknown
2439	HIT 170.302 (p)	Emergency access. Permit authorized users (who are authorized for emergency situations) to access electronic health information during an emergency.	Unknown	Unknown
2440	HIT 170.302 (q)	Automatic log-off. Terminate an electronic session after a predetermined time of inactivity.	Unknown	Unknown
2443	HIT 170.302 (s)(1)	Integrity.  Create a message digest in accordance with the standard specified in § 170.210©.	Unknown	Unknown
2444	HIT 170.302 (s)(2)	Verify in accordance with the standard specified in § 170.210© upon receipt of electronically exchanged health information that such information has not been altered.	Unknown	Unknown
2445	HIT 170.302 (s)(3)	Detection. Detect the alteration of audit logs.	Unknown	Unknown
2446	HIT 170.302 (t)	Authentication. Verify that a person or entity seeking access to electronic health information is the one claimed and is authorized to access such information.	Unknown	Unknown
2447	HIT 170.302 (u)	General encryption. Encrypt and decrypt electronic health information in accordance with the standard specified in § 170.210(a)(1), unless the Secretary determines that the use of such algorithm would pose a significant security risk for Certified HER Technology.	Unknown	Unknown
2448	HIT 170.302 (v)	Encryption when exchanging electronic health information. Encrypt and decrypt electronic health information when exchanged.	Unknown	Unknown
2449	HIT 170.302 (w)	Accounting of disclosures. Record disclosures made for treatment, payment, and health care operations.	Unknown	Unknown
2422	HIT 170.302 ©	Maintain up-to-date problem list. Enable a user to electronically record, modify, and retrieve a patient’s problem list for longitudinal care.	Unknown	Unknown
